,Doc.ID,Filer.Name,Member.Name,State,District,Year,Destination,Filing.Type,Departure.Date,Return.Date,Travel.Sponsor
4212,500011430,Rob Borden,"Cantor, Eric",VA,7,2014,"Cambridge, MD",Amendment,2014-01-29,2014-01-31,The Congressional Institute
4213,500011431,Chris Meekins,"Harris, Andy",MD,1,2014,"Houston, TX",Original,2014-02-28,2014-03-02,Alliance for Health Reform and The Commonwealth Fund
4214,500011432,Sandra Strokoff,"Strokoff, Sandra L.",,NA,2014,"Wilmington, DE",Original,2014-03-18,2014-03-18,Widener University
4215,500011433,Whitney Daffner,"Tiberi, Patrick",OH,12,2014,"Ankara, Turkey",Original,2014-03-14,2014-03-22,Turkic American Federation of Midwest
4216,500011433,Whitney Daffner,"Tiberi, Patrick",OH,12,2014,"Istanbul, Turkey",Original,2014-03-14,2014-03-22,Turkic American Federation of Midwest
4217,500011433,Whitney Daffner,"Tiberi, Patrick",OH,12,2014,"Izmir, Turkey",Original,2014-03-14,2014-03-22,Turkic American Federation of Midwest
4218,500011434,Matt Weidinger,"Camp, Dave",MI,4,2014,"New Orleans, LA",Original,2014-03-26,2014-03-27,The Heritage Foundation
4219,500011435,Kenny Marchant,"Marchant, Kenny",TX,24,2014,"Beijing, China",Original,2014-03-15,2014-03-23,National Committee on US-China Relations
4220,500011436,Chistopher Hodgson,"Scalise, Steve",LA,1,2014,"New Orleans, LA",Original,2014-03-19,2014-03-23,The Aspen Institute Education & Society Program
4221,500011437,Lindsay Fryer,"Kline, John",MN,2,2014,"Jefferson Parish, LA",Original,2014-03-19,2014-03-23,The Apsen Institute Education & Society Program
4222,500011438,Rosemary Lahasky,"Kline, John",MN,2,2014,"New Orleans, LA",Original,2014-03-18,2014-03-23,Aspen Institute Education and Society Program
4223,500011439,Lindsay Fryer,"Kline, John",MN,2,2014,"Jefferson Parish, LA",Amendment,2014-03-19,2014-03-23,Aspen Institute Education & Society Program
4224,500011440,Patrick Orth,"Johnson, Bill",OH,6,2014,"Ankara, Turkey",Original,2014-03-14,2014-03-22,Turkic American Federation of Midwest
4225,500011440,Patrick Orth,"Johnson, Bill",OH,6,2014,"Istanbul, Turkey",Original,2014-03-14,2014-03-22,Turkic American Federation of Midwest
4226,500011440,Patrick Orth,"Johnson, Bill",OH,6,2014,"Izmir, Turkey",Original,2014-03-14,2014-03-22,Turkic American Federation of Midwest
